date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:03:03	19161/19161	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Jan%202019%2003:47:02%20GMT	https://aglp.biz/landingpageplanner/bundles/jquery.time-to.js	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/jquery.time-to.js	(from https://aglp.biz/landingpageplanner/)
12:03:04	14137/14137	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Nov%202019%2015:44:45%20GMT	https://aglp.biz/landingpageplanner/bundles/lazyload.js	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/lazyload.js	(from https://aglp.biz/landingpageplanner/)
12:03:04	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Tue,%2021%20Jul%202020%2014:03:05%20GMT	https://aglp.biz/landingpageplanner/POST	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/POST	(from https://aglp.biz/landingpageplanner/)
12:03:04	1041/1041	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2014:03:05%20GMT	https://aglp.biz/landingpageplanner/wa.me/	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/wa.me/index.html	(from https://aglp.biz/landingpageplanner/)
12:03:04	490486/490486	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.bundle.js	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/Professional_skeleton.bundle.js	(from https://aglp.biz/landingpageplanner/)
12:03:05	1041/1041	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Jul%202020%2014:03:06%20GMT	https://aglp.biz/landingpageplanner/POST.html	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/POST.html	(from https://aglp.biz/landingpageplanner/)
12:03:05	3620/3620	---M--	200	added ('OK')	image/gif	date:Wed,%2006%20Mar%202019%2009:35:45%20GMT	https://aglp.biz/landingpageplanner/bundles/Jipp.gif	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/Jipp.gif	(from https://aglp.biz/landingpageplanner/)
12:03:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/674f50d287a8c48dc19ba404d20fe713.eot	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/674f50d287a8c48dc19ba404d20fe713.eot	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:07	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/674f50d287a8c48dc19ba404d20fe713.eot?	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/674f50d287a8c48dc19ba404d20fe713d41d.eot	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:07	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/af7ae505a9eed503f8b8e6982036873e.woff2	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/af7ae505a9eed503f8b8e6982036873e.woff2	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:07	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/fee66e712a8a08eef5805a46892932ad.woff	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/fee66e712a8a08eef5805a46892932ad.woff	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:07	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/b06871f281fee6b241d60582ae9369b9.ttf	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/b06871f281fee6b241d60582ae9369b9.ttf	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:08	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/7e12564e72400735ae5b671780f6a9f7.eot	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/7e12564e72400735ae5b671780f6a9f7.eot	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:08	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/7e12564e72400735ae5b671780f6a9f7.eot?	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/7e12564e72400735ae5b671780f6a9f7d41d.eot	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:08	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/912ec66d7572ff821749319396470bde.svg	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/912ec66d7572ff821749319396470bde.svg	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:08	65414/65414	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/7dba93149f3d646c27f255ddcd694c41.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/7dba93149f3d646c27f255ddcd694c41.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:09	85732/85732	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/fbb53502175de4260ab7f918937f60a3.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/fbb53502175de4260ab7f918937f60a3.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:09	72214/72214	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/ed242ead2b178f6c1e36bd327fb6f100.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/ed242ead2b178f6c1e36bd327fb6f100.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:10	77065/77065	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/49d23185a5f25e1d8c0305b39dcaef8c.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/49d23185a5f25e1d8c0305b39dcaef8c.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:10	70232/70232	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/125c50f9ac7102f21ebe9e61e7043e43.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/125c50f9ac7102f21ebe9e61e7043e43.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:10	61307/61307	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/40e83fff54376bb6dc5df306716bbab8.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/40e83fff54376bb6dc5df306716bbab8.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:10	73793/73793	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/b4d9cbb0062a4f6af887e189fd13bf2f.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/b4d9cbb0062a4f6af887e189fd13bf2f.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:11	71716/71716	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/bb4ecffa8c8fc3933332894202233d4b.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/bb4ecffa8c8fc3933332894202233d4b.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:11	74085/74085	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/4331f9197299c1180454b4ee4391d60a.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/4331f9197299c1180454b4ee4391d60a.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
12:03:12	74195/74195	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Nov%202018%2008:13:02%20GMT	https://aglp.biz/landingpageplanner/bundles/695ca83a133aa56420add02d27b48cc3.png	C:/My%20Web%20Sites/Landing%20Page/aglp.biz/landingpageplanner/bundles/695ca83a133aa56420add02d27b48cc3.png	(from https://aglp.biz/landingpageplanner/bundles/Professional_skeleton.css)
